-2.798258018493652344e+01,8.489770889282226562e+00,-4.421037673950195312e+01,-1.538819789886474609e+01,2.412620067596435547e+00,-2.204819869995117188e+01,2.120344734191894531e+01,-8.762412071228027344e+00,-5.536502075195312500e+01,1.326889324188232422e+01,-2.866660118103027344e+01,3.522728347778320312e+01,3.272772979736328125e+01,-3.799999237060546875e+01,4.783613681793212891e+00,-1.621548533439636230e+00,-6.189337539672851562e+01,-3.945467758178710938e+01,4.786414623260498047e+00,2.407339096069335938e+01,-3.981111526489257812e+01,4.880965232849121094e+00,-5.554811096191406250e+01,-3.269836807250976562e+01,2.310530853271484375e+01,-2.472972106933593750e+01,3.542552566528320312e+01,-1.409237670898437500e+01,-7.082182407379150391e+00,-5.957177352905273438e+01,-5.747766494750976562e+00,2.923608207702636719e+01
-3.883854866027832031e+00,-3.619575881958007812e+01,8.216489791870117188e+00,-8.782793998718261719e+00,-2.512816429138183594e+01,-1.508993244171142578e+01,-1.113957500457763672e+01,-3.368787288665771484e+00,1.250573539733886719e+01,5.332254028320312500e+01,-8.630882263183593750e+00,-3.275990676879882812e+01,-1.040429019927978516e+01,1.259510612487792969e+01,-2.794613838195800781e+01,1.887698554992675781e+01,-1.287679576873779297e+01,-5.515764236450195312e+01,-2.425064086914062500e+01,-3.876725387573242188e+01,-2.881132888793945312e+01,-1.765101242065429688e+01,8.118413925170898438e+00,6.236171340942382812e+01,1.628445816040039062e+01,4.275946044921875000e+01,-8.629164695739746094e+00,7.397306060791015625e+01,-4.578854370117187500e+01,-1.524709701538085938e+01,-1.878347206115722656e+01,-2.387804603576660156e+01
3.305045700073242188e+01,-6.138238906860351562e+01,-1.254670906066894531e+01,1.896517181396484375e+01,2.462986946105957031e+01,-3.900214910507202148e+00,2.431757354736328125e+01,-4.156569290161132812e+01,2.244182968139648438e+01,2.125948524475097656e+01,-1.986575508117675781e+01,-2.521318197250366211e+00,1.165613842010498047e+01,-2.524320030212402344e+01,-3.636284255981445312e+01,1.545866394042968750e+01,1.620215988159179688e+01,1.821407318115234375e+01,-4.863336944580078125e+01,3.323328018188476562e+01,2.519571685791015625e+01,4.510282516479492188e+00,2.295523834228515625e+01,1.074676704406738281e+01,2.872762107849121094e+01,-1.974886322021484375e+01,-2.331281661987304688e+01,8.388702392578125000e+01,-5.387259292602539062e+01,5.330068588256835938e+01,6.421688842773437500e+01,-1.809875297546386719e+01
-4.495719432830810547e+00,-3.640701675415039062e+01,4.619410514831542969e+00,-5.469533443450927734e+00,-2.595751190185546875e+01,-1.820648956298828125e+01,-8.752297401428222656e+00,-1.023247361183166504e+00,1.363194656372070312e+01,5.229957199096679688e+01,-1.073588562011718750e+01,-3.058375167846679688e+01,-6.260963439941406250e+00,1.178471374511718750e+01,-3.182543373107910156e+01,1.423049640655517578e+01,-1.316004657745361328e+01,-5.471370315551757812e+01,-2.273351287841796875e+01,-3.927058792114257812e+01,-2.608909416198730469e+01,-1.660579872131347656e+01,6.842372417449951172e+00,6.162217712402343750e+01,2.086013793945312500e+01,4.246914291381835938e+01,-8.830561637878417969e+00,7.280552673339843750e+01,-4.754199600219726562e+01,-1.369818687438964844e+01,-1.665925216674804688e+01,-2.395595359802246094e+01
-1.239812088012695312e+01,-4.239250946044921875e+01,9.713497161865234375e+00,-2.563439130783081055e+00,-4.972481250762939453e+00,-4.259965515136718750e+01,4.984515380859375000e+01,5.862056732177734375e+00,-1.908707809448242188e+01,4.536309719085693359e+00,-4.930627059936523438e+01,3.266762542724609375e+01,1.998948860168457031e+01,-3.180376434326171875e+01,-1.142369079589843750e+01,-1.532152748107910156e+01,-1.286681461334228516e+01,-2.637237358093261719e+01,-1.907008934020996094e+01,-2.438641357421875000e+01,1.528181076049804688e+01,-1.883615684509277344e+01,-2.054448127746582031e+01,-7.815561294555664062e+00,1.722999954223632812e+01,-1.475690269470214844e+01,1.830207824707031250e+01,1.161643218994140625e+01,-8.075354766845703125e+01,-5.559431076049804688e+01,3.625698089599609375e+00,-7.567729949951171875e+00
-2.708176422119140625e+01,8.551409721374511719e+00,-4.620984649658203125e+01,-9.480297088623046875e+00,4.465016365051269531e+00,-2.385750007629394531e+01,2.113954544067382812e+01,-1.143649673461914062e+01,-6.100138473510742188e+01,1.350871372222900391e+01,-3.592296600341796875e+01,3.485715103149414062e+01,3.572397994995117188e+01,-4.232477951049804688e+01,9.953887939453125000e+00,-4.706333160400390625e+00,-6.580381774902343750e+01,-4.555928802490234375e+01,2.586664915084838867e+00,2.144741439819335938e+01,-4.195117187500000000e+01,3.945907115936279297e+00,-5.389965820312500000e+01,-2.958358955383300781e+01,2.399723434448242188e+01,-2.494229888916015625e+01,3.617410278320312500e+01,-1.139418983459472656e+01,-2.004745006561279297e+00,-6.304616928100585938e+01,4.988540709018707275e-01,3.818717575073242188e+01
2.860006523132324219e+01,-4.730121994018554688e+01,2.833066701889038086e+00,3.078425598144531250e+01,-1.063179206848144531e+01,-2.127352714538574219e+01,4.878618240356445312e+00,-9.101189613342285156e+00,9.039105415344238281e+00,1.142758846282958984e+01,-1.371187496185302734e+01,-1.494367790222167969e+01,2.107117843627929688e+01,-3.019459247589111328e+00,-3.766524887084960938e+01,3.225156307220458984e+00,-5.760433077812194824e-01,-2.925139427185058594e+01,-4.068912124633789062e+01,-2.134916687011718750e+01,5.762128353118896484e+00,-2.318553924560546875e+00,3.620373916625976562e+01,4.905964279174804688e+01,4.605751037597656250e+01,1.441157913208007812e+01,-2.163641357421875000e+01,7.027845001220703125e+01,-2.366875076293945312e+01,1.228561782836914062e+01,5.304085540771484375e+01,2.505160570144653320e+00
4.082472801208496094e+00,-4.390030670166015625e+01,9.301237106323242188e+00,1.385909080505371094e+01,-3.536722183227539062e+01,-4.952287292480468750e+01,2.725261116027832031e+01,1.341001701354980469e+01,-3.960390853881835938e+01,1.969903182983398438e+01,-1.426579189300537109e+01,1.675860977172851562e+01,3.029465103149414062e+01,-2.203372573852539062e+01,-2.672294044494628906e+01,-1.425677967071533203e+01,-3.299070739746093750e+01,-2.724053764343261719e+01,-1.892585563659667969e+01,6.711856365203857422e+00,2.070825958251953125e+01,1.349891185760498047e+01,6.852015972137451172e+00,9.778368949890136719e+00,4.296009063720703125e+01,-9.520919799804687500e+00,1.939341735839843750e+01,4.295414447784423828e+00,-2.163918113708496094e+01,-7.423226928710937500e+01,2.491407871246337891e+00,-2.020936489105224609e+00
3.647697448730468750e+01,-2.449856376647949219e+01,3.267132568359375000e+01,-9.811469078063964844e+00,1.598753547668457031e+01,-1.667075157165527344e+01,-2.071034812927246094e+01,-3.398612976074218750e+01,-4.494143676757812500e+01,2.274903869628906250e+01,-6.186193943023681641e+00,-1.871122741699218750e+01,1.586269855499267578e+01,-2.941946601867675781e+01,4.045296859741210938e+01,5.145350265502929688e+01,-3.649124145507812500e+01,-2.270214843750000000e+01,-3.861238098144531250e+01,-6.912458896636962891e+00,-3.631771469116210938e+01,-1.881601524353027344e+01,-4.589467048645019531e+00,1.677867698669433594e+01,-2.770145034790039062e+01,-1.038080406188964844e+01,-2.730938196182250977e+00,2.815382766723632812e+01,-1.221529388427734375e+01,-4.860227584838867188e+01,3.573353958129882812e+01,4.238193893432617188e+01
3.727445602416992188e+01,-6.391254043579101562e+01,-1.438145732879638672e+01,2.105544662475585938e+01,2.618789291381835938e+01,-2.071922302246093750e+00,1.909075736999511719e+01,-4.443662643432617188e+01,2.086472129821777344e+01,1.937775039672851562e+01,-1.895332717895507812e+01,-8.277919769287109375e+00,1.267994117736816406e+01,-2.653611564636230469e+01,-3.305550384521484375e+01,1.862209510803222656e+01,2.003034019470214844e+01,2.261823654174804688e+01,-5.253404235839843750e+01,3.451475524902343750e+01,2.877072906494140625e+01,9.413959503173828125e+00,2.646782875061035156e+01,1.590049266815185547e+01,2.065962409973144531e+01,-2.143949317932128906e+01,-2.728467369079589844e+01,9.075300598144531250e+01,-5.490850448608398438e+01,5.638747787475585938e+01,6.881651306152343750e+01,-1.196942710876464844e+01
